,req_info,req_id,t,pl_num
816,733,449,[55  0  1  1],0
817,734,0,[0 0 0 0],13
818,735,246,[21  0  0  0],0
819,736,0,[0 0 0 0],13
820,737,0,[0 0 0 0],13
821,738,247,[733   0   0   0],0
822,739,0,[0 0 0 0],13
823,740,450,[47  1  1  1],0
824,741,0,[0 0 0 0],13
825,742,451,[71  1  0  2],2
826,743,248,[578   0   0   0],0
827,744,0,[0 0 0 0],13
828,745,0,[0 0 0 0],13
829,746,453,[9 1 0 1],0
830,746,452,[29  1  0  1],0
831,747,454,[25  0  1  1],0
832,748,249,[87  0  1  0],0
833,749,0,[0 0 0 0],13
834,750,455,[26  1  1  1],0
835,751,0,[0 0 0 0],13
836,752,0,[0 0 0 0],13
837,753,0,[0 0 0 0],13
838,754,0,[0 0 0 0],13
839,755,0,[0 0 0 0],13
840,756,456,[62  0  0  2],0
841,757,0,[0 0 0 0],13
842,758,0,[0 0 0 0],13
843,759,251,[203   1   0   0],5
844,759,250,[1352    1    0    0],0
845,760,252,[92  1  1  0],0
846,761,457,[17  1  1  1],0
847,762,0,[0 0 0 0],13
848,763,0,[0 0 0 0],13
849,764,0,[0 0 0 0],13
850,765,0,[0 0 0 0],13
851,766,0,[0 0 0 0],13
852,767,0,[0 0 0 0],13
853,768,0,[0 0 0 0],13
854,769,0,[0 0 0 0],13
855,770,0,[0 0 0 0],13
856,771,0,[0 0 0 0],13
857,772,458,[12  1  1  1],5
858,772,459,[37  1  1  1],0
859,773,0,[0 0 0 0],13
860,774,0,[0 0 0 0],13
861,775,0,[0 0 0 0],13
862,776,253,[136   1   1   0],0
863,776,460,[30  0  1  1],0
864,777,254,[956   1   0   0],10
865,777,461,[32  1  0  1],0
866,778,255,[1143    1    1    0],0
867,779,462,[108   1   0   2],12
868,780,0,[0 0 0 0],13
869,781,0,[0 0 0 0],13
870,782,256,[383   0   0   0],0
871,783,0,[0 0 0 0],13
872,784,0,[0 0 0 0],13
873,785,0,[0 0 0 0],13
874,786,0,[0 0 0 0],13
875,787,0,[0 0 0 0],13
876,788,0,[0 0 0 0],13
877,789,0,[0 0 0 0],13
878,790,0,[0 0 0 0],13
879,791,0,[0 0 0 0],13
880,792,257,[395   1   0   0],4
881,793,0,[0 0 0 0],13
882,794,258,[347   0   1   0],1
883,795,0,[0 0 0 0],13
884,796,0,[0 0 0 0],13
885,797,259,[368   0   0   0],1
886,798,0,[0 0 0 0],13
887,799,0,[0 0 0 0],13
888,800,0,[0 0 0 0],13
889,801,0,[0 0 0 0],13
890,802,0,[0 0 0 0],13
891,803,0,[0 0 0 0],13
892,804,0,[0 0 0 0],13
893,805,0,[0 0 0 0],13
894,806,260,[476   0   1   0],0
895,807,0,[0 0 0 0],13
896,808,0,[0 0 0 0],13
897,809,0,[0 0 0 0],13
898,810,0,[0 0 0 0],13
899,811,0,[0 0 0 0],13
900,812,0,[0 0 0 0],13
901,813,0,[0 0 0 0],13
902,814,0,[0 0 0 0],13
903,815,0,[0 0 0 0],13
904,816,0,[0 0 0 0],13
905,817,261,[379   0   0   0],2
906,818,0,[0 0 0 0],13
907,819,0,[0 0 0 0],13
908,820,0,[0 0 0 0],13
909,821,0,[0 0 0 0],13
910,822,0,[0 0 0 0],13
911,823,262,[608   1   0   0],5
912,824,0,[0 0 0 0],13
913,825,263,[684   1   1   0],5
914,826,264,[468   0   0   0],10
915,827,0,[0 0 0 0],13
916,828,0,[0 0 0 0],13
917,829,0,[0 0 0 0],13
918,830,0,[0 0 0 0],13
919,831,0,[0 0 0 0],13
920,832,0,[0 0 0 0],13
921,833,0,[0 0 0 0],13
922,834,0,[0 0 0 0],13
923,835,265,[77  0  1  0],10
924,836,463,[77  0  0  2],2
925,837,0,[0 0 0 0],13
926,838,266,[14  0  0  0],11
927,839,0,[0 0 0 0],13
928,840,267,[672   0   0   0],0
929,841,0,[0 0 0 0],13
930,842,0,[0 0 0 0],13
931,843,0,[0 0 0 0],13
932,844,268,[687   0   1   0],0
933,845,0,[0 0 0 0],13
934,846,269,[389   0   0   0],0
935,847,0,[0 0 0 0],13
936,848,0,[0 0 0 0],13
937,849,0,[0 0 0 0],13
938,850,270,[783   1   0   0],0
939,851,0,[0 0 0 0],13
940,852,0,[0 0 0 0],13
941,853,271,[715   0   1   0],2
942,854,0,[0 0 0 0],13
943,855,0,[0 0 0 0],13
944,856,0,[0 0 0 0],13
945,857,0,[0 0 0 0],13
946,858,0,[0 0 0 0],13
947,859,0,[0 0 0 0],13
948,860,0,[0 0 0 0],13
949,861,0,[0 0 0 0],13
950,862,0,[0 0 0 0],13
951,863,0,[0 0 0 0],13
952,864,272,[676   1   1   0],8
953,865,0,[0 0 0 0],13
954,866,0,[0 0 0 0],13
955,867,0,[0 0 0 0],13
956,868,0,[0 0 0 0],13
957,869,0,[0 0 0 0],13
958,870,0,[0 0 0 0],13
959,871,0,[0 0 0 0],13
960,872,0,[0 0 0 0],13
961,873,0,[0 0 0 0],13
962,874,273,[596   1   1   0],0
963,875,274,[1092    0    1    0],11
964,876,0,[0 0 0 0],13
965,877,0,[0 0 0 0],13
966,878,0,[0 0 0 0],13
967,879,0,[0 0 0 0],13
968,880,0,[0 0 0 0],13
969,881,0,[0 0 0 0],13
970,882,275,[726   1   1   0],0
971,882,276,[634   0   1   0],0
972,883,277,[1429    0    0    0],0
973,883,278,[689   0   0   0],0
974,884,0,[0 0 0 0],13
975,885,279,[39  0  0  0],0
976,886,0,[0 0 0 0],13
977,887,280,[611   0   0   0],0
978,888,0,[0 0 0 0],13
979,889,0,[0 0 0 0],13
980,890,0,[0 0 0 0],13
981,891,281,[374   0   1   0],0
982,892,0,[0 0 0 0],13
983,893,0,[0 0 0 0],13
984,894,282,[591   1   1   0],0
985,895,0,[0 0 0 0],13
986,896,283,[645   1   0   0],5
987,896,284,[746   0   0   0],10
988,897,0,[0 0 0 0],13
989,898,0,[0 0 0 0],13
990,899,285,[358   0   0   0],0
991,900,286,[312   1   1   0],0
992,901,0,[0 0 0 0],13
993,902,0,[0 0 0 0],13
994,903,0,[0 0 0 0],13
995,904,0,[0 0 0 0],13
996,905,0,[0 0 0 0],13
997,906,0,[0 0 0 0],13
998,907,0,[0 0 0 0],13
999,908,0,[0 0 0 0],13
1000,909,0,[0 0 0 0],13
1001,910,0,[0 0 0 0],13
1002,911,0,[0 0 0 0],13
1003,912,0,[0 0 0 0],13
1004,913,0,[0 0 0 0],13
1005,914,0,[0 0 0 0],13
1006,915,0,[0 0 0 0],13
1007,916,464,[36  0  1  1],2
1008,917,0,[0 0 0 0],13
1009,918,0,[0 0 0 0],13
1010,919,0,[0 0 0 0],13
1011,920,0,[0 0 0 0],13
1012,921,0,[0 0 0 0],13
1013,922,0,[0 0 0 0],13
1014,923,0,[0 0 0 0],13
1015,924,465,[34  1  1  1],11
1016,924,287,[685   0   1   0],0
1017,925,0,[0 0 0 0],13
1018,926,0,[0 0 0 0],13
1019,927,0,[0 0 0 0],13
1020,928,0,[0 0 0 0],13
1021,929,0,[0 0 0 0],13
1022,930,0,[0 0 0 0],13
1023,931,0,[0 0 0 0],13
1024,932,288,[799   0   0   0],0
1025,933,0,[0 0 0 0],13
1026,934,0,[0 0 0 0],13
1027,935,0,[0 0 0 0],13
1028,936,289,[146   1   0   0],0
1029,937,0,[0 0 0 0],13
1030,938,0,[0 0 0 0],13
1031,939,290,[1292    0    0    0],0
1032,940,0,[0 0 0 0],13
1033,941,0,[0 0 0 0],13
1034,942,0,[0 0 0 0],13
1035,943,0,[0 0 0 0],13
1036,944,0,[0 0 0 0],13
1037,945,0,[0 0 0 0],13
1038,946,0,[0 0 0 0],13
1039,947,0,[0 0 0 0],13
1040,948,0,[0 0 0 0],13
1041,949,0,[0 0 0 0],13
1042,950,0,[0 0 0 0],13
1043,951,0,[0 0 0 0],13
1044,952,0,[0 0 0 0],13
1045,953,0,[0 0 0 0],13
1046,954,0,[0 0 0 0],13
1047,955,291,[618   0   0   0],6
1048,956,0,[0 0 0 0],13
1049,957,0,[0 0 0 0],13
1050,958,0,[0 0 0 0],13
1051,959,0,[0 0 0 0],13
1052,960,0,[0 0 0 0],13
1053,961,0,[0 0 0 0],13
1054,962,0,[0 0 0 0],13
1055,963,292,[723   1   1   0],0
1056,964,0,[0 0 0 0],13
1057,965,0,[0 0 0 0],13
1058,966,0,[0 0 0 0],13
1059,967,293,[597   1   1   0],5
1060,968,0,[0 0 0 0],13
1061,969,0,[0 0 0 0],13
1062,970,294,[656   0   0   0],0
1063,971,0,[0 0 0 0],13
1064,972,466,[12  0  0  1],11
1065,973,0,[0 0 0 0],13
1066,974,0,[0 0 0 0],13
1067,975,295,[455   0   1   0],0
1068,976,0,[0 0 0 0],13
1069,977,0,[0 0 0 0],13
1070,978,0,[0 0 0 0],13
1071,979,0,[0 0 0 0],13
1072,980,296,[602   1   0   0],0
1073,981,0,[0 0 0 0],13
1074,982,0,[0 0 0 0],13
1075,983,297,[1309    0    1    0],9
1076,984,0,[0 0 0 0],13
1077,985,0,[0 0 0 0],13
1078,986,298,[1190    1    0    0],11
1079,987,0,[0 0 0 0],13
1080,988,0,[0 0 0 0],13
1081,989,299,[1248    0    1    0],10
1082,990,0,[0 0 0 0],13
1083,991,0,[0 0 0 0],13
1084,992,300,[247   0   1   0],0
1085,993,0,[0 0 0 0],13
1086,994,0,[0 0 0 0],13
1087,995,0,[0 0 0 0],13
1088,996,0,[0 0 0 0],13
1089,997,0,[0 0 0 0],13
1090,998,301,[569   1   1   0],0
1091,998,467,[61  1  1  2],2
1092,999,0,[0 0 0 0],13
1093,1000,0,[0 0 0 0],13
1094,1001,0,[0 0 0 0],13
1095,1002,0,[0 0 0 0],13
1096,1003,0,[0 0 0 0],13
1097,1004,302,[583   0   0   0],0
1098,1005,0,[0 0 0 0],13
1099,1006,0,[0 0 0 0],13
1100,1007,0,[0 0 0 0],13
1101,1008,303,[848   0   1   0],0
1102,1009,0,[0 0 0 0],13
1103,1010,0,[0 0 0 0],13
1104,1011,0,[0 0 0 0],13
1105,1012,0,[0 0 0 0],13
1106,1013,468,[56  1  0  1],2
1107,1014,0,[0 0 0 0],13
1108,1015,0,[0 0 0 0],13
1109,1016,0,[0 0 0 0],13
1110,1017,0,[0 0 0 0],13
1111,1018,0,[0 0 0 0],13
1112,1019,0,[0 0 0 0],13
1113,1020,0,[0 0 0 0],13
1114,1021,0,[0 0 0 0],13
1115,1022,304,[808   0   1   0],10
1116,1023,0,[0 0 0 0],13
1117,1024,0,[0 0 0 0],13
1118,1025,306,[352   1   1   0],0
1119,1025,305,[501   0   1   0],0
1120,1026,0,[0 0 0 0],13
1121,1027,0,[0 0 0 0],13
1122,1028,0,[0 0 0 0],13
1123,1029,0,[0 0 0 0],13
1124,1030,0,[0 0 0 0],13
1125,1031,0,[0 0 0 0],13
1126,1032,307,[689   0   0   0],0
1127,1032,308,[532   0   0   0],0
1128,1033,0,[0 0 0 0],13
1129,1034,469,[6 0 0 1],0
1130,1035,309,[103   0   1   0],0
1131,1036,0,[0 0 0 0],13
1132,1037,0,[0 0 0 0],13
1133,1038,0,[0 0 0 0],13
1134,1039,311,[885   0   0   0],3
1135,1039,310,[276   0   1   0],0
1136,1040,312,[832   1   1   0],0
1137,1041,0,[0 0 0 0],13
1138,1042,0,[0 0 0 0],13
1139,1043,0,[0 0 0 0],13
1140,1044,0,[0 0 0 0],13
1141,1045,0,[0 0 0 0],13
1142,1046,0,[0 0 0 0],13
1143,1047,0,[0 0 0 0],13
1144,1048,313,[795   1   0   0],8
1145,1049,314,[105   1   1   0],0
1146,1050,0,[0 0 0 0],13
1147,1051,0,[0 0 0 0],13
1148,1052,315,[607   0   1   0],3
1149,1053,316,[773   0   0   0],0
1150,1053,470,[35  1  1  1],8
1151,1054,317,[76  1  0  0],0
1152,1055,0,[0 0 0 0],13
1153,1056,0,[0 0 0 0],13
1154,1057,0,[0 0 0 0],13
1155,1058,0,[0 0 0 0],13
1156,1059,0,[0 0 0 0],13
1157,1060,0,[0 0 0 0],13
1158,1061,0,[0 0 0 0],13
1159,1062,319,[643   0   1   0],0
1160,1062,318,[649   1   1   0],0
1161,1063,0,[0 0 0 0],13
1162,1064,0,[0 0 0 0],13
1163,1065,0,[0 0 0 0],13
1164,1066,0,[0 0 0 0],13
1165,1067,0,[0 0 0 0],13
1166,1068,320,[16  0  1  0],2
1167,1069,0,[0 0 0 0],13
1168,1070,0,[0 0 0 0],13
1169,1071,321,[579   0   0   0],2
1170,1072,322,[264   0   0   0],2
1171,1073,0,[0 0 0 0],13
1172,1074,0,[0 0 0 0],13
1173,1075,0,[0 0 0 0],13
1174,1076,0,[0 0 0 0],13
1175,1077,0,[0 0 0 0],13
1176,1078,0,[0 0 0 0],13
1177,1079,0,[0 0 0 0],13
1178,1080,0,[0 0 0 0],13
1179,1081,0,[0 0 0 0],13
1180,1082,323,[708   0   0   0],2
1181,1083,324,[1138    0    1    0],7
1182,1084,0,[0 0 0 0],13
1183,1085,325,[1377    1    1    0],0
1184,1086,0,[0 0 0 0],13
1185,1087,326,[589   0   1   0],2
1186,1087,471,[1 0 0 1],0
1187,1088,0,[0 0 0 0],13
1188,1089,0,[0 0 0 0],13
1189,1090,327,[348   0   1   0],8
1190,1091,0,[0 0 0 0],13
1191,1092,0,[0 0 0 0],13
1192,1093,0,[0 0 0 0],13
1193,1094,328,[388   0   0   0],0
1194,1095,0,[0 0 0 0],13
1195,1096,0,[0 0 0 0],13
1196,1097,0,[0 0 0 0],13
1197,1098,0,[0 0 0 0],13
1198,1099,0,[0 0 0 0],13
1199,1100,329,[1625    0    1    0],0
1200,1101,0,[0 0 0 0],13
1201,1102,330,[883   1   1   0],5
1202,1103,0,[0 0 0 0],13
1203,1104,0,[0 0 0 0],13
1204,1105,0,[0 0 0 0],13
1205,1106,0,[0 0 0 0],13
1206,1107,331,[1304    0    1    0],0
1207,1108,332,[35  0  0  0],0
1208,1109,0,[0 0 0 0],13
1209,1110,0,[0 0 0 0],13
1210,1111,0,[0 0 0 0],13
1211,1112,0,[0 0 0 0],13
1212,1113,0,[0 0 0 0],13
1213,1114,333,[1301    0    0    0],0
1214,1115,0,[0 0 0 0],13
1215,1116,0,[0 0 0 0],13
1216,1117,0,[0 0 0 0],13
1217,1118,334,[677   0   0   0],11
1218,1118,335,[701   0   1   0],0
1219,1119,0,[0 0 0 0],13
1220,1120,0,[0 0 0 0],13
1221,1121,0,[0 0 0 0],13
1222,1122,0,[0 0 0 0],13
1223,1123,0,[0 0 0 0],13
1224,1124,336,[1147    1    1    0],11
1225,1125,337,[849   0   0   0],0
1226,1126,338,[226   0   1   0],0
1227,1127,339,[668   0   1   0],0
1228,1128,0,[0 0 0 0],13
1229,1129,0,[0 0 0 0],13
1230,1130,0,[0 0 0 0],13
1231,1131,0,[0 0 0 0],13
1232,1132,340,[593   1   1   0],5
1233,1133,0,[0 0 0 0],13
1234,1134,0,[0 0 0 0],13
1235,1135,0,[0 0 0 0],13
1236,1136,0,[0 0 0 0],13
1237,1137,0,[0 0 0 0],13
1238,1138,341,[365   0   0   0],1
1239,1139,0,[0 0 0 0],13
1240,1140,0,[0 0 0 0],13
1241,1141,0,[0 0 0 0],13
1242,1142,0,[0 0 0 0],13
1243,1143,0,[0 0 0 0],13
1244,1144,0,[0 0 0 0],13
1245,1145,0,[0 0 0 0],13
1246,1146,0,[0 0 0 0],13
1247,1147,0,[0 0 0 0],13
1248,1148,0,[0 0 0 0],13
1249,1149,0,[0 0 0 0],13
1250,1150,0,[0 0 0 0],13
1251,1151,0,[0 0 0 0],13
1252,1152,342,[773   1   1   0],1
1253,1153,0,[0 0 0 0],13
1254,1154,0,[0 0 0 0],13
1255,1155,0,[0 0 0 0],13
1256,1156,0,[0 0 0 0],13
1257,1157,0,[0 0 0 0],13
1258,1158,0,[0 0 0 0],13
1259,1159,343,[658   1   0   0],2
1260,1160,0,[0 0 0 0],13
1261,1161,0,[0 0 0 0],13
1262,1162,0,[0 0 0 0],13
1263,1163,0,[0 0 0 0],13
1264,1164,0,[0 0 0 0],13
1265,1165,0,[0 0 0 0],13
1266,1166,0,[0 0 0 0],13
1267,1167,344,[484   1   0   0],2
1268,1168,345,[1063    0    0    0],1
1269,1169,346,[352   1   0   0],2
1270,1169,347,[384   0   0   0],0
1271,1170,0,[0 0 0 0],13
1272,1171,0,[0 0 0 0],13
1273,1172,0,[0 0 0 0],13
1274,1173,0,[0 0 0 0],13
1275,1174,0,[0 0 0 0],13
1276,1175,0,[0 0 0 0],13
1277,1176,472,[53  1  0  1],0
1278,1176,348,[1415    0    0    0],7
1279,1177,473,[14  1  0  1],11
1280,1178,0,[0 0 0 0],13
1281,1179,0,[0 0 0 0],13
1282,1180,0,[0 0 0 0],13
1283,1181,0,[0 0 0 0],13
1284,1182,0,[0 0 0 0],13
1285,1183,0,[0 0 0 0],13
1286,1184,0,[0 0 0 0],13
1287,1185,0,[0 0 0 0],13
1288,1186,0,[0 0 0 0],13
1289,1187,0,[0 0 0 0],13
1290,1188,0,[0 0 0 0],13
1291,1189,0,[0 0 0 0],13
1292,1190,0,[0 0 0 0],13
1293,1191,0,[0 0 0 0],13
1294,1192,0,[0 0 0 0],13
1295,1193,0,[0 0 0 0],13
1296,1194,0,[0 0 0 0],13
1297,1195,350,[892   0   1   0],4
1298,1195,349,[2 0 1 0],11
1299,1196,474,[61  0  1  2],2
1300,1197,0,[0 0 0 0],13
1301,1198,351,[412   1   1   0],11
1302,1199,0,[0 0 0 0],13
1303,1200,0,[0 0 0 0],13
1304,1201,0,[0 0 0 0],13
1305,1202,475,[36  0  1  1],11
1306,1203,352,[1359    1    0    0],0
1307,1204,353,[283   0   0   0],0
1308,1205,0,[0 0 0 0],13
1309,1206,354,[1244    1    1    0],0
1310,1207,0,[0 0 0 0],13
1311,1208,356,[322   1   0   0],0
1312,1208,355,[1226    0    0    0],0
1313,1209,357,[94  1  0  0],0
1314,1210,358,[1293    0    1    0],7
1315,1211,0,[0 0 0 0],13
1316,1212,359,[40  1  1  0],10
1317,1213,476,[42  0  1  1],0
1318,1214,0,[0 0 0 0],13
1319,1215,360,[536   1   0   0],0
1320,1216,0,[0 0 0 0],13
1321,1217,0,[0 0 0 0],13
1322,1218,361,[1091    0    1    0],0
1323,1218,477,[43  1  1  1],0
1324,1219,362,[1292    0    0    0],1
1325,1220,0,[0 0 0 0],13
1326,1221,363,[403   0   0   0],1
1327,1222,0,[0 0 0 0],13
1328,1223,0,[0 0 0 0],13
1329,1224,0,[0 0 0 0],13
1330,1225,0,[0 0 0 0],13
1331,1226,478,[2 1 1 1],0
1332,1227,0,[0 0 0 0],13
1333,1228,0,[0 0 0 0],13
1334,1229,0,[0 0 0 0],13
1335,1230,0,[0 0 0 0],13
1336,1231,0,[0 0 0 0],13
1337,1232,479,[32  0  0  1],0
1338,1233,364,[344   0   1   0],10
1339,1234,365,[1440    0    0    0],1
1340,1235,0,[0 0 0 0],13
1341,1236,366,[555   1   1   0],0
1342,1237,0,[0 0 0 0],13
1343,1238,367,[360   0   0   0],0
1344,1239,368,[374   0   0   0],0
1345,1240,0,[0 0 0 0],13
1346,1241,0,[0 0 0 0],13
1347,1242,0,[0 0 0 0],13
1348,1243,0,[0 0 0 0],13
1349,1244,0,[0 0 0 0],13
1350,1245,0,[0 0 0 0],13
1351,1246,369,[1187    0    0    0],10
1352,1246,370,[610   0   1   0],0
1353,1247,371,[721   1   0   0],0
1354,1248,0,[0 0 0 0],13
1355,1249,0,[0 0 0 0],13
1356,1250,0,[0 0 0 0],13
1357,1251,372,[297   0   0   0],0
1358,1251,373,[399   1   1   0],0
1359,1251,480,[59  0  0  1],2
1360,1252,0,[0 0 0 0],13
1361,1253,0,[0 0 0 0],13
1362,1254,0,[0 0 0 0],13
1363,1255,374,[1320    0    0    0],0
1364,1256,0,[0 0 0 0],13
1365,1257,375,[100   0   0   0],10
1366,1257,376,[1277    1    1    0],0
1367,1258,377,[340   1   0   0],0
1368,1259,378,[1336    1    0    0],5
1369,1259,379,[96  0  1  0],2
1370,1260,0,[0 0 0 0],13
1371,1261,380,[1097    0    1    0],2
1372,1262,0,[0 0 0 0],13
1373,1263,0,[0 0 0 0],13
1374,1264,0,[0 0 0 0],13
1375,1265,381,[45  1  0  0],2
1376,1266,0,[0 0 0 0],13
1377,1267,0,[0 0 0 0],13
1378,1268,481,[35  0  0  1],11
1379,1269,0,[0 0 0 0],13
1380,1270,0,[0 0 0 0],13
1381,1271,0,[0 0 0 0],13
1382,1272,382,[1438    1    1    0],11
1383,1273,0,[0 0 0 0],13
1384,1274,0,[0 0 0 0],13
1385,1275,0,[0 0 0 0],13
1386,1276,0,[0 0 0 0],13
1387,1277,0,[0 0 0 0],13
1388,1278,0,[0 0 0 0],13
1389,1279,0,[0 0 0 0],13
1390,1280,0,[0 0 0 0],13
1391,1281,0,[0 0 0 0],13
1392,1282,383,[750   0   0   0],0
1393,1283,384,[81  0  1  0],0
1394,1284,0,[0 0 0 0],13
1395,1285,0,[0 0 0 0],13
1396,1286,0,[0 0 0 0],13
1397,1287,385,[231   0   0   0],0
1398,1288,0,[0 0 0 0],13
1399,1289,386,[724   0   1   0],0
1400,1290,0,[0 0 0 0],13
1401,1291,0,[0 0 0 0],13
1402,1292,0,[0 0 0 0],13
1403,1293,0,[0 0 0 0],13
1404,1294,0,[0 0 0 0],13
1405,1295,387,[1265    1    0    0],0
1406,1296,0,[0 0 0 0],13
1407,1297,0,[0 0 0 0],13
1408,1298,0,[0 0 0 0],13
1409,1299,0,[0 0 0 0],13
1410,1300,388,[1176    1    0    0],7
1411,1301,0,[0 0 0 0],13
1412,1302,0,[0 0 0 0],13
1413,1303,0,[0 0 0 0],13
1414,1304,0,[0 0 0 0],13
1415,1305,0,[0 0 0 0],13
1416,1306,0,[0 0 0 0],13
1417,1307,482,[46  0  1  1],11
1418,1308,389,[392   1   0   0],10
1419,1309,0,[0 0 0 0],13
1420,1310,0,[0 0 0 0],13
1421,1311,0,[0 0 0 0],13
1422,1312,0,[0 0 0 0],13
1423,1313,0,[0 0 0 0],13
1424,1314,0,[0 0 0 0],13
1425,1315,0,[0 0 0 0],13
1426,1316,0,[0 0 0 0],13
1427,1317,390,[1343    0    1    0],0
1428,1318,0,[0 0 0 0],13
1429,1319,0,[0 0 0 0],13
1430,1320,483,[46  1  0  1],2
1431,1321,0,[0 0 0 0],13
1432,1322,0,[0 0 0 0],13
1433,1323,0,[0 0 0 0],13
1434,1324,484,[59  0  0  1],2
1435,1324,485,[53  1  1  1],0
1436,1325,0,[0 0 0 0],13
1437,1326,0,[0 0 0 0],13
1438,1327,0,[0 0 0 0],13
1439,1328,0,[0 0 0 0],13
1440,1329,0,[0 0 0 0],13
1441,1330,391,[725   0   1   0],3
1442,1331,486,[37  0  0  1],0
1443,1332,0,[0 0 0 0],13
1444,1333,0,[0 0 0 0],13
1445,1334,0,[0 0 0 0],13
1446,1335,0,[0 0 0 0],13
1447,1336,0,[0 0 0 0],13
1448,1337,0,[0 0 0 0],13
1449,1338,0,[0 0 0 0],13
1450,1339,0,[0 0 0 0],13
1451,1340,0,[0 0 0 0],13
1452,1341,487,[10  0  0  1],0
1453,1342,0,[0 0 0 0],13
1454,1343,0,[0 0 0 0],13
1455,1344,0,[0 0 0 0],13
1456,1345,0,[0 0 0 0],13
1457,1346,0,[0 0 0 0],13
1458,1347,0,[0 0 0 0],13
1459,1348,0,[0 0 0 0],13
1460,1349,0,[0 0 0 0],13
1461,1350,0,[0 0 0 0],13
1462,1351,0,[0 0 0 0],13
1463,1352,0,[0 0 0 0],13
1464,1353,392,[549   0   1   0],3
1465,1354,0,[0 0 0 0],13
1466,1355,488,[60  0  0  1],11
1467,1356,0,[0 0 0 0],13
1468,1357,393,[847   1   0   0],11
1469,1358,0,[0 0 0 0],13
1470,1359,0,[0 0 0 0],13
1471,1360,0,[0 0 0 0],13
1472,1361,0,[0 0 0 0],13
1473,1362,0,[0 0 0 0],13
1474,1363,394,[597   1   0   0],12
1475,1364,489,[82  0  1  2],2
1476,1365,0,[0 0 0 0],13
1477,1366,0,[0 0 0 0],13
1478,1367,0,[0 0 0 0],13
1479,1368,0,[0 0 0 0],13
1480,1369,0,[0 0 0 0],13
1481,1370,490,[50  0  0  1],2
1482,1371,0,[0 0 0 0],13
1483,1372,491,[30  1  1  1],11
1484,1373,492,[51  0  1  1],8
1485,1374,0,[0 0 0 0],13
1486,1375,0,[0 0 0 0],13
1487,1376,0,[0 0 0 0],13
1488,1377,0,[0 0 0 0],13
1489,1378,493,[21  1  0  1],11
1490,1379,0,[0 0 0 0],13
1491,1380,0,[0 0 0 0],13
1492,1381,0,[0 0 0 0],13
1493,1382,0,[0 0 0 0],13
1494,1383,0,[0 0 0 0],13
1495,1384,0,[0 0 0 0],13
1496,1385,395,[332   1   1   0],1
1497,1385,494,[74  0  0  2],2
1498,1386,0,[0 0 0 0],13
1499,1387,396,[464   1   0   0],1
1500,1388,0,[0 0 0 0],13
1501,1389,0,[0 0 0 0],13
1502,1390,0,[0 0 0 0],13
1503,1391,0,[0 0 0 0],13
1504,1392,0,[0 0 0 0],13
1505,1393,0,[0 0 0 0],13
1506,1394,0,[0 0 0 0],13
1507,1395,0,[0 0 0 0],13
1508,1396,495,[25  1  1  1],0
1509,1397,0,[0 0 0 0],13
1510,1398,0,[0 0 0 0],13
1511,1399,0,[0 0 0 0],13
1512,1400,0,[0 0 0 0],13
1513,1401,0,[0 0 0 0],13
1514,1402,0,[0 0 0 0],13
1515,1403,0,[0 0 0 0],13
1516,1404,0,[0 0 0 0],13
1517,1405,0,[0 0 0 0],13
1518,1406,0,[0 0 0 0],13
1519,1407,0,[0 0 0 0],13
1520,1408,0,[0 0 0 0],13
1521,1409,0,[0 0 0 0],13
1522,1410,0,[0 0 0 0],13
1523,1411,0,[0 0 0 0],13
1524,1412,0,[0 0 0 0],13
1525,1413,0,[0 0 0 0],13
1526,1414,496,[51  0  0  1],11
1527,1415,0,[0 0 0 0],13
1528,1416,0,[0 0 0 0],13
1529,1417,397,[1191    0    1    0],1
1530,1418,0,[0 0 0 0],13
1531,1419,0,[0 0 0 0],13
1532,1420,497,[18  1  0  1],11
1533,1421,398,[512   0   1   0],7
1534,1422,0,[0 0 0 0],13
1535,1423,0,[0 0 0 0],13
1536,1424,0,[0 0 0 0],13
1537,1425,0,[0 0 0 0],13
1538,1426,399,[451   0   1   0],12
1539,1427,0,[0 0 0 0],13
1540,1428,0,[0 0 0 0],13
1541,1429,0,[0 0 0 0],13
1542,1430,0,[0 0 0 0],13
1543,1431,0,[0 0 0 0],13
1544,1432,0,[0 0 0 0],13
1545,1433,0,[0 0 0 0],13
1546,1434,0,[0 0 0 0],13
1547,1435,498,[34  1  1  1],8
1548,1436,0,[0 0 0 0],13
1549,1437,0,[0 0 0 0],13
1550,1438,499,[45  1  0  1],2
1551,1439,0,[0 0 0 0],13
1552,1440,0,[0 0 0 0],13
