,req_info,t,req_id,pl_num
221,222,0,[0 0 0 0],13
222,223,0,[0 0 0 0],13
223,224,0,[0 0 0 0],13
224,225,0,[0 0 0 0],13
225,226,0,[0 0 0 0],13
226,227,0,[0 0 0 0],13
227,228,0,[0 0 0 0],13
228,229,0,[0 0 0 0],13
229,230,0,[0 0 0 0],13
230,231,0,[0 0 0 0],13
231,232,0,[0 0 0 0],13
232,233,0,[0 0 0 0],13
233,234,0,[0 0 0 0],13
234,235,0,[0 0 0 0],13
235,236,0,[0 0 0 0],13
236,237,0,[0 0 0 0],13
237,238,0,[0 0 0 0],13
238,239,0,[0 0 0 0],13
239,240,0,[0 0 0 0],13
240,241,0,[0 0 0 0],13
241,242,0,[0 0 0 0],13
242,243,0,[0 0 0 0],13
243,244,0,[0 0 0 0],13
244,245,0,[0 0 0 0],13
245,246,0,[0 0 0 0],13
246,247,0,[0 0 0 0],13
247,248,0,[0 0 0 0],13
248,249,0,[0 0 0 0],13
249,250,0,[0 0 0 0],13
250,251,0,[0 0 0 0],13
251,252,0,[0 0 0 0],13
252,253,0,[0 0 0 0],13
253,254,0,[0 0 0 0],13
254,255,0,[0 0 0 0],13
255,256,0,[0 0 0 0],13
256,257,0,[0 0 0 0],13
257,258,0,[0 0 0 0],13
258,259,0,[0 0 0 0],13
259,260,0,[0 0 0 0],13
260,261,0,[0 0 0 0],13
261,262,0,[0 0 0 0],13
262,263,0,[0 0 0 0],13
263,264,0,[0 0 0 0],13
264,265,0,[0 0 0 0],13
265,266,0,[0 0 0 0],13
266,267,0,[0 0 0 0],13
267,268,0,[0 0 0 0],13
268,269,0,[0 0 0 0],13
269,270,0,[0 0 0 0],13
270,271,0,[0 0 0 0],13
271,272,0,[0 0 0 0],13
272,273,0,[0 0 0 0],13
273,274,5,[245   1   1   0],13
274,275,0,[0 0 0 0],7
275,276,0,[0 0 0 0],13
276,277,0,[0 0 0 0],13
277,278,0,[0 0 0 0],13
278,279,0,[0 0 0 0],13
279,280,0,[0 0 0 0],13
280,281,0,[0 0 0 0],13
281,282,0,[0 0 0 0],13
282,283,0,[0 0 0 0],13
283,284,0,[0 0 0 0],13
284,285,0,[0 0 0 0],13
285,286,0,[0 0 0 0],13
286,287,0,[0 0 0 0],13
287,288,0,[0 0 0 0],13
288,289,0,[0 0 0 0],13
289,290,0,[0 0 0 0],13
290,291,0,[0 0 0 0],13
291,292,0,[0 0 0 0],13
292,293,0,[0 0 0 0],13
293,294,0,[0 0 0 0],13
294,295,0,[0 0 0 0],13
295,296,0,[0 0 0 0],13
296,297,0,[0 0 0 0],13
297,298,0,[0 0 0 0],13
298,299,0,[0 0 0 0],13
299,300,0,[0 0 0 0],13
300,301,0,[0 0 0 0],13
301,302,0,[0 0 0 0],13
302,303,0,[0 0 0 0],13
303,304,0,[0 0 0 0],13
304,305,0,[0 0 0 0],13
305,306,0,[0 0 0 0],13
306,307,0,[0 0 0 0],13
307,308,0,[0 0 0 0],13
308,309,0,[0 0 0 0],13
309,310,0,[0 0 0 0],13
310,311,0,[0 0 0 0],13
311,312,0,[0 0 0 0],13
312,313,0,[0 0 0 0],13
313,314,0,[0 0 0 0],13
314,315,0,[0 0 0 0],13
315,316,0,[0 0 0 0],13
316,317,0,[0 0 0 0],13
317,318,0,[0 0 0 0],13
318,319,0,[0 0 0 0],13
319,320,0,[0 0 0 0],13
320,321,0,[0 0 0 0],13
321,322,0,[0 0 0 0],13
322,323,0,[0 0 0 0],13
323,324,0,[0 0 0 0],13
324,325,0,[0 0 0 0],13
325,326,0,[0 0 0 0],13
326,327,0,[0 0 0 0],13
327,328,0,[0 0 0 0],13
328,329,0,[0 0 0 0],13
329,330,0,[0 0 0 0],13
330,331,0,[0 0 0 0],13
331,332,0,[0 0 0 0],13
332,333,0,[0 0 0 0],13
333,334,0,[0 0 0 0],13
334,335,0,[0 0 0 0],13
335,336,0,[0 0 0 0],13
336,337,0,[0 0 0 0],13
337,338,0,[0 0 0 0],13
338,339,0,[0 0 0 0],13
339,340,0,[0 0 0 0],13
340,341,410,[20  1  1  1],13
341,342,0,[0 0 0 0],2
342,343,0,[0 0 0 0],13
343,344,0,[0 0 0 0],13
344,345,0,[0 0 0 0],13
345,346,0,[0 0 0 0],13
346,347,0,[0 0 0 0],13
347,348,0,[0 0 0 0],13
348,349,0,[0 0 0 0],13
349,350,0,[0 0 0 0],13
350,351,0,[0 0 0 0],13
351,352,0,[0 0 0 0],13
352,353,0,[0 0 0 0],13
353,354,0,[0 0 0 0],13
354,355,0,[0 0 0 0],13
355,356,0,[0 0 0 0],13
356,357,0,[0 0 0 0],13
357,358,0,[0 0 0 0],13
358,359,0,[0 0 0 0],13
359,360,0,[0 0 0 0],13
360,361,0,[0 0 0 0],13
361,362,0,[0 0 0 0],13
362,363,0,[0 0 0 0],13
363,364,0,[0 0 0 0],13
364,365,0,[0 0 0 0],13
365,366,6,[1252    1    1    0],13
366,367,0,[0 0 0 0],7
367,368,0,[0 0 0 0],13
368,369,0,[0 0 0 0],13
369,370,0,[0 0 0 0],13
370,371,0,[0 0 0 0],13
371,372,0,[0 0 0 0],13
372,373,0,[0 0 0 0],13
373,374,0,[0 0 0 0],13
374,375,0,[0 0 0 0],13
375,376,0,[0 0 0 0],13
376,377,0,[0 0 0 0],13
377,378,0,[0 0 0 0],13
378,379,0,[0 0 0 0],13
379,380,0,[0 0 0 0],13
380,381,0,[0 0 0 0],13
381,382,0,[0 0 0 0],13
382,383,0,[0 0 0 0],13
383,384,0,[0 0 0 0],13
384,385,0,[0 0 0 0],13
385,386,0,[0 0 0 0],13
386,387,0,[0 0 0 0],13
387,388,0,[0 0 0 0],13
388,389,0,[0 0 0 0],13
389,390,0,[0 0 0 0],13
390,391,0,[0 0 0 0],13
391,392,0,[0 0 0 0],13
392,393,0,[0 0 0 0],13
393,394,0,[0 0 0 0],13
394,395,0,[0 0 0 0],13
395,396,0,[0 0 0 0],13
396,397,0,[0 0 0 0],13
397,398,0,[0 0 0 0],13
398,399,7,[1233    0    1    0],13
399,400,0,[0 0 0 0],7
400,401,0,[0 0 0 0],13
401,402,0,[0 0 0 0],13
402,403,0,[0 0 0 0],13
403,404,0,[0 0 0 0],13
404,405,0,[0 0 0 0],13
405,406,0,[0 0 0 0],13
406,407,0,[0 0 0 0],13
407,408,0,[0 0 0 0],13
408,409,0,[0 0 0 0],13
409,410,0,[0 0 0 0],13
410,411,0,[0 0 0 0],13
411,412,0,[0 0 0 0],13
412,413,0,[0 0 0 0],13
413,414,0,[0 0 0 0],13
414,415,0,[0 0 0 0],13
415,416,0,[0 0 0 0],13
416,417,0,[0 0 0 0],13
417,418,0,[0 0 0 0],13
418,419,0,[0 0 0 0],13
419,420,8,[1308    0    0    0],13
420,421,10,[189   0   1   0],7
421,421,10,[745   1   1   0],4
422,422,12,[83  1  0  0],10
423,422,12,[31  1  0  0],1
424,423,0,[0 0 0 0],4
425,424,13,[1211    1    0    0],13
426,424,13,[78  1  0  0],0
427,424,13,[109   1   0   0],1
428,425,0,[0 0 0 0],1
429,426,0,[0 0 0 0],13
430,427,17,[1344    1    0    0],13
431,427,17,[1379    1    1    0],4
432,428,0,[0 0 0 0],1
433,429,0,[0 0 0 0],13
434,430,18,[79  1  1  0],13
435,430,18,[1249    0    1    0],10
436,431,0,[0 0 0 0],4
437,432,21,[58  0  0  0],13
438,432,21,[806   1   1   0],10
439,433,22,[1221    0    0    0],10
440,434,23,[575   1   1   0],1
441,435,0,[0 0 0 0],1
442,436,0,[0 0 0 0],13
443,437,0,[0 0 0 0],13
444,438,24,[1342    0    1    0],13
445,439,0,[0 0 0 0],1
446,440,25,[191   0   0   0],13
447,441,26,[1393    1    1    0],10
448,442,0,[0 0 0 0],1
449,443,28,[1100    1    1    0],13
450,443,28,[242   1   1   0],1
451,444,29,[1252    1    1    0],1
452,445,30,[1339    0    0    0],4
453,446,31,[27  1  1  0],1
454,447,0,[0 0 0 0],4
455,448,32,[96  0  1  0],13
456,449,0,[0 0 0 0],4
457,450,0,[0 0 0 0],13
458,451,33,[694   0   0   0],13
459,452,0,[0 0 0 0],10
460,453,34,[1271    1    0    0],13
461,453,34,[1267    0    0    0],4
462,454,0,[0 0 0 0],4
463,455,0,[0 0 0 0],13
464,456,36,[105   1   0   0],13
465,457,0,[0 0 0 0],1
466,458,0,[0 0 0 0],13
467,459,37,[1359    1    0    0],13
468,460,38,[1507    1    0    0],1
469,461,39,[37  1  0  0],4
470,461,39,[1363    0    0    0],1
471,462,41,[108   1   0   0],1
472,463,0,[0 0 0 0],1
473,464,43,[1173    0    1    0],13
474,464,43,[1283    1    0    0],1
475,465,44,[1313    1    0    0],1
476,466,0,[0 0 0 0],1
477,467,0,[0 0 0 0],13
478,468,0,[0 0 0 0],13
479,469,0,[0 0 0 0],13
480,470,45,[295   1   1   0],13
481,471,46,[1157    1    1    0],10
482,472,47,[128   0   1   0],10
483,473,49,[1292    1    1    0],0
484,473,49,[815   1   1   0],10
485,473,49,[727   0   0   0],10
486,474,51,[1159    1    1    0],10
487,475,52,[64  1  1  0],10
488,475,52,[483   1   0   0],10
489,476,0,[0 0 0 0],0
490,477,54,[1228    1    1    0],13
491,478,55,[1255    0    1    0],4
492,479,0,[0 0 0 0],0
493,480,56,[669   1   0   0],13
494,481,57,[535   0   0   0],10
495,482,0,[0 0 0 0],0
496,483,58,[45  1  0  0],13
497,484,59,[69  0  0  0],0
498,484,59,[131   0   0   0],0
499,485,61,[784   1   1   0],0
500,486,0,[0 0 0 0],0
501,487,64,[0 1 0 0],13
502,487,64,[1536    1    0    0],0
503,487,64,[1098    1    0    0],0
504,488,65,[583   1   1   0],0
505,489,66,[580   1   1   0],0
506,490,0,[0 0 0 0],0
507,491,67,[22  1  1  0],13
508,492,68,[780   0   1   0],0
509,492,68,[185   0   1   0],10
510,493,0,[0 0 0 0],10
511,494,70,[166   1   1   0],13
512,495,72,[688   1   0   0],0
513,495,72,[35  1  0  0],0
514,496,73,[79  0  0  0],0
515,496,73,[66  0  0  0],0
516,497,75,[491   0   0   0],0
517,498,0,[0 0 0 0],0
518,499,76,[615   0   0   0],13
519,500,0,[0 0 0 0],0
520,501,0,[0 0 0 0],13
521,502,0,[0 0 0 0],13
522,503,77,[61  0  0  0],13
523,504,78,[712   1   1   0],1
524,505,79,[502   1   1   0],1
525,506,0,[0 0 0 0],0
526,507,80,[626   1   1   0],13
527,508,411,[91  1  1  2],1
528,508,411,[71  1  0  0],9
529,508,411,[687   1   1   0],4
530,509,0,[0 0 0 0],0
531,510,83,[65  0  1  0],13
532,510,83,[30  0  1  0],0
533,511,0,[0 0 0 0],10
534,512,85,[618   1   1   0],13
535,512,85,[145   0   0   0],0
536,513,0,[0 0 0 0],0
537,514,87,[0 1 1 0],13
538,515,0,[0 0 0 0],4
539,516,0,[0 0 0 0],13
540,517,88,[1224    1    0    0],13
541,517,88,[637   0   0   0],4
542,518,91,[770   1   1   0],0
543,518,91,[136   1   0   0],0
544,518,91,[1227    1    1    0],0
545,518,91,[640   1   0   0],0
546,518,91,[393   1   1   0],0
547,519,0,[0 0 0 0],0
548,520,0,[0 0 0 0],13
549,521,95,[359   1   1   0],13
550,522,0,[0 0 0 0],7
551,523,96,[711   1   1   0],13
552,524,97,[685   0   1   0],0
553,524,97,[727   0   1   0],0
554,525,99,[1444    1    0    0],0
555,526,0,[0 0 0 0],0
556,527,100,[620   1   0   0],13
557,528,0,[0 0 0 0],0
558,529,101,[541   1   0   0],13
559,530,102,[387   0   0   0],0
560,531,0,[0 0 0 0],0
561,532,105,[705   1   0   0],13
562,532,105,[96  1  0  0],0
563,532,105,[68  1  1  0],0
564,532,105,[325   0   0   0],0
565,533,107,[64  0  0  0],0
566,533,107,[1126    1    1    0],0
567,533,107,[1210    0    1    0],0
568,533,107,[38  1  1  0],0
569,534,111,[693   1   0   0],0
570,534,111,[756   0   0   0],0
571,534,111,[941   0   0   0],0
572,535,114,[728   0   0   0],0
573,536,0,[0 0 0 0],0
574,537,115,[100   1   1   0],13
575,537,115,[789   0   0   0],0
576,538,0,[0 0 0 0],0
577,539,0,[0 0 0 0],13
578,540,0,[0 0 0 0],13
579,541,117,[829   0   0   0],13
580,542,118,[661   0   0   0],0
581,542,118,[783   0   0   0],0
582,543,120,[546   1   0   0],0
583,544,121,[619   1   1   0],0
584,544,121,[703   0   0   0],0
585,544,121,[678   0   1   0],0
586,545,124,[124   0   0   0],10
587,546,0,[0 0 0 0],0
588,547,126,[617   1   0   0],13
589,547,126,[16  0  1  0],4
590,547,126,[560   1   0   0],0
591,548,128,[628   0   1   0],0
592,549,0,[0 0 0 0],0
593,550,0,[0 0 0 0],13
594,551,412,[28  0  0  1],13
595,552,0,[0 0 0 0],5
596,553,0,[0 0 0 0],13
597,554,130,[133   0   0   0],13
598,554,130,[75  0  0  0],0
599,555,132,[1106    0    1    0],0
600,555,132,[368   0   0   0],0
601,556,0,[0 0 0 0],0
602,557,0,[0 0 0 0],13
603,558,134,[492   1   1   0],13
604,558,134,[36  0  1  0],0
605,559,135,[133   1   1   0],0
606,560,0,[0 0 0 0],0
607,561,136,[531   1   1   0],13
608,561,136,[789   0   0   0],0
609,562,138,[573   0   1   0],0
610,563,139,[65  0  1  0],0
611,563,139,[297   0   1   0],1
612,563,139,[432   1   1   0],0
613,564,142,[17  1  1  0],0
614,565,0,[0 0 0 0],0
615,566,143,[686   1   0   0],13
616,567,145,[10  0  1  0],1
617,567,145,[432   1   1   0],0
618,568,0,[0 0 0 0],0
619,569,146,[867   0   1   0],13
620,570,147,[435   0   1   0],0
621,570,147,[797   1   1   0],0
622,571,0,[0 0 0 0],0
623,572,0,[0 0 0 0],13
624,573,149,[680   1   1   0],13
625,574,0,[0 0 0 0],1
626,575,150,[38  1  0  0],13
627,575,150,[508   1   0   0],0
628,575,150,[55  0  0  1],0
629,576,153,[1296    1    1    0],5
630,576,153,[0 0 1 0],0
631,577,154,[792   0   0   0],10
632,577,154,[835   0   1   0],0
633,578,0,[0 0 0 0],0
634,579,156,[766   0   0   0],13
635,580,0,[0 0 0 0],0
636,581,157,[40  1  1  0],13
637,582,0,[0 0 0 0],0
638,583,158,[265   1   1   0],13
639,584,159,[776   0   1   0],0
640,585,414,[54  0  0  1],0
641,585,414,[0 0 0 0],5
642,586,162,[771   1   0   0],13
643,586,162,[821   1   0   0],0
644,587,163,[642   1   0   0],0
645,588,164,[348   1   0   0],0
646,589,165,[570   1   1   0],0
647,590,167,[621   1   1   0],0
648,590,167,[1211    1    0    0],0
649,590,167,[476   1   1   0],0
650,591,169,[31  0  0  0],0
651,592,0,[0 0 0 0],0
652,593,170,[462   1   0   0],13
653,594,171,[529   1   0   0],0
654,595,172,[746   0   1   0],0
655,596,173,[93  1  0  0],0
656,597,174,[654   1   0   0],0
657,598,175,[465   0   1   0],0
658,599,0,[0 0 0 0],0
659,600,0,[0 0 0 0],13
660,601,176,[741   0   0   0],13
661,601,176,[683   1   0   0],4
662,602,178,[207   0   1   0],0
663,603,179,[1192    0    1    0],0
664,604,180,[606   1   0   0],0
665,605,0,[0 0 0 0],0
666,606,0,[0 0 0 0],13
667,607,181,[1142    1    0    0],13
668,608,182,[1395    1    1    0],0
669,609,0,[0 0 0 0],0
670,610,183,[751   0   0   0],13
671,611,0,[0 0 0 0],0
672,612,185,[686   0   1   0],13
673,612,185,[847   0   0   0],10
674,613,186,[1389    1    1    0],4
675,614,188,[660   1   1   0],0
676,614,188,[71  1  0  0],0
677,615,189,[74  0  1  0],0
678,615,189,[620   0   0   0],0
679,615,189,[53  0  0  1],0
680,616,192,[630   1   1   0],5
681,616,192,[634   0   1   0],0
682,617,0,[0 0 0 0],0
683,618,0,[0 0 0 0],13
684,619,193,[1278    0    0    0],13
685,620,0,[0 0 0 0],0
686,621,0,[0 0 0 0],13
687,622,194,[28  0  0  0],13
688,623,0,[0 0 0 0],0
689,624,196,[26  1  1  0],13
690,624,196,[775   0   0   0],0
691,624,196,[42  1  1  1],0
692,625,417,[61  0  0  2],5
693,626,0,[0 0 0 0],12
694,627,0,[0 0 0 0],13
695,628,197,[588   1   1   0],13
696,628,197,[83  0  1  0],0
697,628,197,[71  1  0  0],0
698,628,197,[120   1   1   0],0
699,629,202,[253   1   0   0],0
700,629,202,[127   1   0   0],0
701,630,0,[0 0 0 0],1
702,631,0,[0 0 0 0],13
703,632,0,[0 0 0 0],13
704,633,203,[1209    0    1    0],13
705,634,418,[32  1  0  1],10
706,634,418,[532   1   1   0],8
707,634,418,[37  1  0  0],0
708,635,206,[1088    1    0    0],0
709,636,0,[0 0 0 0],0
710,637,207,[755   0   1   0],13
711,638,0,[0 0 0 0],0
712,639,419,[25  0  1  1],13
713,639,419,[63  1  0  0],2
714,639,419,[54  0  0  1],0
715,640,210,[669   0   0   0],5
716,640,210,[486   1   1   0],0
717,641,421,[42  1  1  1],0
718,642,0,[0 0 0 0],5
719,643,212,[473   0   0   0],13
720,643,212,[466   1   1   0],0
721,644,0,[0 0 0 0],0
722,645,0,[0 0 0 0],13
723,646,0,[0 0 0 0],13
724,647,0,[0 0 0 0],13
725,648,0,[0 0 0 0],13
726,649,0,[0 0 0 0],13
727,650,422,[98  0  1  2],13
728,650,422,[705   0   1   0],12
729,651,214,[1219    0    1    0],0
730,652,423,[89  0  0  2],0
731,653,0,[0 0 0 0],12
732,654,215,[21  1  0  0],13
733,655,0,[0 0 0 0],0
734,656,216,[75  1  0  0],13
735,657,0,[0 0 0 0],0
736,658,217,[1227    0    1    0],13
737,659,0,[0 0 0 0],0
738,660,0,[0 0 0 0],13
739,661,0,[0 0 0 0],13
740,662,218,[570   0   1   0],13
741,662,218,[45  1  1  1],0
742,663,0,[0 0 0 0],8
743,664,425,[6 1 1 1],13
744,665,0,[0 0 0 0],8
745,666,0,[0 0 0 0],13
746,667,0,[0 0 0 0],13
747,668,0,[0 0 0 0],13
748,669,0,[0 0 0 0],13
749,670,0,[0 0 0 0],13
750,671,219,[1271    1    0    0],13
751,671,219,[67  1  0  2],0
752,672,0,[0 0 0 0],6
753,673,220,[179   1   0   0],13
754,673,220,[64  0  1  2],0
755,674,0,[0 0 0 0],6
756,675,428,[122   1   1   2],13
757,676,221,[145   1   1   0],2
758,677,429,[46  1  0  1],0
759,678,430,[65  0  0  2],5
760,679,0,[0 0 0 0],9
761,680,0,[0 0 0 0],13
762,681,0,[0 0 0 0],13
763,682,431,[43  0  1  1],13
764,683,0,[0 0 0 0],5
765,684,0,[0 0 0 0],13
766,685,0,[0 0 0 0],13
767,686,0,[0 0 0 0],13
768,687,223,[511   0   0   0],13
769,687,223,[207   1   1   0],0
770,687,223,[49  0  0  1],0
771,688,224,[53  1  0  0],2
772,689,433,[68  1  0  2],0
773,690,434,[23  0  0  1],12
774,690,434,[141   0   1   0],5
775,691,0,[0 0 0 0],0
776,692,0,[0 0 0 0],13
777,693,226,[561   0   0   0],13
778,694,227,[656   1   0   0],0
779,695,228,[1171    1    1    0],0
780,696,0,[0 0 0 0],0
781,697,0,[0 0 0 0],13
782,698,0,[0 0 0 0],13
783,699,230,[50  1  0  0],13
784,699,230,[81  0  0  0],0
785,700,435,[56  0  0  1],0
786,700,435,[627   0   1   0],2
787,701,0,[0 0 0 0],0
788,702,437,[27  1  1  1],13
789,702,437,[1 0 1 1],5
790,702,437,[37  1  1  1],5
791,703,0,[0 0 0 0],2
792,704,0,[0 0 0 0],13
793,705,232,[1367    1    1    0],13
794,705,232,[57  1  0  1],0
795,706,233,[876   0   1   0],2
796,707,234,[486   0   1   0],0
797,707,234,[153   1   1   0],0
798,708,0,[0 0 0 0],0
799,709,236,[663   0   0   0],13
800,709,236,[12  1  0  1],0
801,710,441,[13  0  1  1],8
802,711,0,[0 0 0 0],2
803,712,442,[61  0  0  2],13
804,713,237,[14  1  1  0],2
805,714,443,[25  1  1  1],0
806,715,238,[187   0   1   0],11
807,715,238,[10  1  0  1],0
808,715,238,[34  1  1  0],8
809,716,445,[26  1  1  1],0
810,717,240,[369   0   1   0],8
811,717,240,[104   0   1   0],0
812,718,0,[0 0 0 0],0
813,719,242,[1021    0    0    0],13
814,719,242,[718   0   0   0],0
815,720,0,[0 0 0 0],0
816,721,245,[1279    1    0    0],13
817,721,245,[56  1  1  0],0
